id,attraction_name,attraction_url,rating,review_count,rating_details,category,description,city,languages_count,images_folder,images_path,images_count,images_list,status
1760,Best Sahara Tours,/Attraction_Review-g293734-d3953193-Reviews-Best_Sahara_Tours-Marrakech_Marrakech_Safi.html,4.0,96,"[{""rating"": ""Excellent"", ""count"": 49}, {""rating"": ""Very good"", ""count"": 17}, {""rating"": ""Average"", ""count"": 8}, {""rating"": ""Poor"", ""count"": 6}, {""rating"": ""Terrible"", ""count"": 16}]",Cultural Tours,Cultural Tours Private Tours,Marrakech,9,attractions_images/best-sahara-tours/,"[""morocco-best-sahara-tours01.jpg"", ""morocco-best-sahara-tours02.jpg"", ""morocco-best-sahara-tours03.jpg"", ""morocco-best-sahara-tours04.jpg"", ""morocco-best-sahara-tours05.jpg""]",5,"['morocco-best-sahara-tours01.jpg', 'morocco-best-sahara-tours02.jpg', 'morocco-best-sahara-tours03.jpg', 'morocco-best-sahara-tours04.jpg', 'morocco-best-sahara-tours05.jpg']",MATCHED
1761,Irherm Soul,/Attraction_Review-g293734-d27415169-Reviews-Irherm_Soul-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Adrenaline & Extreme Tours,Marrakech,3,attractions_images/irherm-soul/,[],0,[],NO_MATCH
1762,Cooking class with Oumaima,/Attraction_Review-g293734-d26834956-Reviews-Cooking_class_with_Oumaima-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Cooking Classes,Cooking Classes,Marrakech,3,attractions_images/cooking-class-with-oumaima/,[],0,[],NO_MATCH
1763,KPremium Transport,/Attraction_Review-g293734-d21265175-Reviews-KPremium_Transport-Marrakech_Marrakech_Safi.html,5.0,11,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Marrakech,4,attractions_images/kpremium-transport/,[],0,[],NO_MATCH
1764,trips marrakech el khadli,/Attraction_Review-g293734-d23220997-Reviews-Trips_marrakech_el_khadli-Marrakech_Marrakech_Safi.html,4.5,13,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 2}]",Taxis &,Taxis & Shuttles Hiking & Camping Tours,Marrakech,5,attractions_images/trips-marrakech-el-khadli/,[],0,[],NO_MATCH
1765,Handicraftkech,/Attraction_Review-g293734-d18575616-Reviews-Handicraftkech-Marrakech_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops,Marrakech,4,attractions_images/handicraftkech/,[],0,[],NO_MATCH
1766,Morocco My Trip,/Attraction_Review-g488109-d17838870-Reviews-Morocco_My_Trip-Imlil_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours,Imlil,4,attractions_images/morocco-my-trip/,[],0,[],NO_MATCH
1767,Viajes a Marrakech,/Attraction_Review-g293734-d10847345-Reviews-Viajes_a_Marrakech-Marrakech_Marrakech_Safi.html,5.0,16,"[{""rating"": ""Excellent"", ""count"": 15}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,4,attractions_images/viajes-a-marrakech/,[],0,[],NO_MATCH
1768,Bowling Marrakech,/Attraction_Review-g293734-d3438396-Reviews-Bowling_Marrakech-Marrakech_Marrakech_Safi.html,4.0,20,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 5}, {""rating"": ""Average"", ""count"": 3}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 2}]",Game &,Game & Entertainment Centers,Marrakech,3,attractions_images/bowling-marrakech/,[],0,[],NO_MATCH
1769,Marrakech Discovery Tour,/Attraction_Review-g293734-d19112071-Reviews-Marrakech_Discovery_Tour-Marrakech_Marrakech_Safi.html,5.0,11,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Day Trips,Marrakech,2,attractions_images/marrakech-discovery-tour/,[],0,[],NO_MATCH
1770,Jad Jasmine Spa,/Attraction_Review-g293734-d27176042-Reviews-Jad_Jasmine_Spa-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Hammams &,Hammams & Turkish Baths,Marrakech,3,attractions_images/jad-jasmine-spa/,[],0,[],NO_MATCH
1771,Marruecos Experience,/Attraction_Review-g293734-d19516270-Reviews-Marruecos_Experience-Marrakech_Marrakech_Safi.html,5.0,17,"[{""rating"": ""Excellent"", ""count"": 16}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",City Tours,City Tours Multi-day Tours,Marrakech,3,attractions_images/marruecos-experience/,[],0,[],NO_MATCH
1772,desertmaroctrek,/Attraction_Review-g293734-d17434758-Reviews-Desertmaroctrek-Marrakech_Marrakech_Safi.html,5.0,9,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Hop-On Hop-Off Tours",Marrakech,3,attractions_images/desertmaroctrek/,[],0,[],NO_MATCH
1773,Planificador de Viajes Marruecos,/Attraction_Review-g293734-d19713787-Reviews-Planificador_de_Viajes_Marruecos-Marrakech_Marrakech_Safi.html,4.5,21,"[{""rating"": ""Excellent"", ""count"": 15}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 1}]",Multi-day Tours,Multi-day Tours Adrenaline & Extreme Tours,Marrakech,7,attractions_images/planificador-de-viajes-marruecos/,[],0,[],NO_MATCH
1774,Tata Morocco Travels,/Attraction_Review-g293734-d26662908-Reviews-Tata_Morocco_Travels-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Adrenaline & Extreme Tours,Marrakech,3,attractions_images/tata-morocco-travels/,[],0,[],NO_MATCH
1775,Agafay Desert Dinner & SunSet During CamelRiding,/Attraction_Review-g293734-d23507581-Reviews-Agafay_Desert_Dinner_SunSet_During_CamelRiding-Marrakech_Marrakech_Safi.html,5.0,10,"[{""rating"": ""Excellent"", ""count"": 10}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles Private Tours,Marrakech,3,attractions_images/agafay-desert-dinner-sunset-during-camelriding/,[],0,[],NO_MATCH
1776,Marrakech activities,/Attraction_Review-g293734-d20329142-Reviews-Marrakech_activities-Marrakech_Marrakech_Safi.html,4.5,16,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 2}]",Cultural Tours,Cultural Tours Historical & Heritage Tours,Marrakech,3,attractions_images/marrakech-activities/,"[""marrakech-activities01.jpg"", ""marrakech-activities02.jpg"", ""marrakech-activities03.jpg"", ""marrakech-activities04.jpg"", ""marrakech-activities05.jpg""]",5,"['marrakech-activities01.jpg', 'marrakech-activities02.jpg', 'marrakech-activities03.jpg', 'marrakech-activities04.jpg', 'marrakech-activities05.jpg']",MATCHED
1777,Morichd Tourism,/Attraction_Review-g293734-d25429847-Reviews-Morichd_Tourism-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles Day Trips,Marrakech,4,attractions_images/morichd-tourism/,[],0,[],NO_MATCH
1778,Sahara Differently,/Attraction_Review-g293734-d19185183-Reviews-Sahara_Differently-Marrakech_Marrakech_Safi.html,5.0,11,"[{""rating"": ""Excellent"", ""count"": 11}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Sports Camps & Clinics,Marrakech,3,attractions_images/sahara-differently/,"[""sahara01.jpg"", ""sahara02.jpg"", ""sahara03.jpg"", ""sahara04.jpg"", ""sahara05.jpg""]",5,"['sahara01.jpg', 'sahara02.jpg', 'sahara03.jpg', 'sahara04.jpg', 'sahara05.jpg']",MATCHED
1779,Malmiry Expeditions,/Attraction_Review-g293734-d11707723-Reviews-Malmiry_Expeditions-Marrakech_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Sightseeing Tours,Marrakech,3,attractions_images/malmiry-expeditions/,[],0,[],NO_MATCH
1780,Nuyouma,/Attraction_Review-g293734-d12184092-Reviews-Nuyouma-Marrakech_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Historical & Heritage Tours,Marrakech,3,attractions_images/nuyouma/,[],0,[],NO_MATCH
1781,HTours,/Attraction_Review-g298349-d14159478-Reviews-HTours-Essaouira_Marrakech_Safi.html,5.0,14,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles,Essaouira,4,attractions_images/htours/,[],0,[],NO_MATCH
1782,Taghazoute Tours,/Attraction_Review-g293734-d32893830-Reviews-Taghazoute_Tours-Marrakech_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 6}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Private Tours,Marrakech,3,attractions_images/taghazoute-tours/,[],0,[],NO_MATCH
1783,Terre d'Eveil Maroc,/Attraction_Review-g293734-d12391168-Reviews-Terre_d_Eveil_Maroc-Marrakech_Marrakech_Safi.html,5.0,15,"[{""rating"": ""Excellent"", ""count"": 13}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops Lessons & Workshops,Marrakech,3,attractions_images/terre-deveil-maroc/,[],0,[],NO_MATCH
1784,Gogo Morocco Tours,/Attraction_Review-g293734-d18961187-Reviews-Gogo_Morocco_Tours-Marrakech_Marrakech_Safi.html,5.0,12,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Marrakech,5,attractions_images/gogo-morocco-tours/,[],0,[],NO_MATCH
1785,Smart Marrakech Trips Tours Excursions,/Attraction_Review-g293734-d21013975-Reviews-Smart_Marrakech_Trips_Tours_Excursions-Marrakech_Marrakech_Safi.html,4.5,17,"[{""rating"": ""Excellent"", ""count"": 14}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 3}]",City Tours,City Tours Multi-day Tours,Marrakech,5,attractions_images/smart-marrakech-trips-tours-excursions/,[],0,[],NO_MATCH
1786,mero tour morocco,/Attraction_Review-g293734-d32878957-Reviews-Mero_tour_morocco-Marrakech_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Private Tours,Marrakech,3,attractions_images/mero-tour-morocco/,[],0,[],NO_MATCH
1787,Desert Discovery Quad,/Attraction_Review-g293734-d32831990-Reviews-Desert_Discovery_Quad-Marrakech_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Points of Interest & Landmarks,Marrakech,3,attractions_images/desert-discovery-quad/,[],0,[],NO_MATCH
1788,badre,/Attraction_Review-g293734-d32730122-Reviews-Badre-Marrakech_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Taxis &,Taxis & Shuttles Day Trips,Marrakech,4,attractions_images/badre/,[],0,[],NO_MATCH
1789,Trust In Morocco Tours,/Attraction_Review-g293734-d12035463-Reviews-Trust_In_Morocco_Tours-Marrakech_Marrakech_Safi.html,4.5,19,"[{""rating"": ""Excellent"", ""count"": 16}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",City Tours,City Tours Cultural Tours,Marrakech,3,attractions_images/trust-in-morocco-tours/,[],0,[],NO_MATCH
1790,Amazigh Travels,/Attraction_Review-g293734-d26780987-Reviews-Amazigh_Travels-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Motorcycle Tours,Motorcycle Tours,Marrakech,3,attractions_images/amazigh-travels/,[],0,[],NO_MATCH
1791,Explore Morocco Désert,/Attraction_Review-g293734-d28116348-Reviews-Explore_Morocco_Desert-Marrakech_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Day Trips,Day Trips,Marrakech,4,attractions_images/explore-morocco-désert/,[],0,[],NO_MATCH
1792,M2R,/Attraction_Review-g293734-d11751694-Reviews-M2R-Marrakech_Marrakech_Safi.html,4.0,26,"[{""rating"": ""Excellent"", ""count"": 18}, {""rating"": ""Very good"", ""count"": 3}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 3}, {""rating"": ""Terrible"", ""count"": 2}]",Day Trips,Day Trips,Marrakech,7,attractions_images/m2r/,[],0,[],NO_MATCH
1793,Mounatas,/Attraction_Review-g488109-d32805877-Reviews-Mounatas-Imlil_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 6}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Day Trips,Day Trips,Imlil,2,attractions_images/mounatas/,[],0,[],NO_MATCH
1794,Parapente Time,/Attraction_Review-g608440-d23228529-Reviews-Parapente_Time-Lalla_Takerkoust_Marrakech_Safi.html,5.0,10,"[{""rating"": ""Excellent"", ""count"": 10}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Parasailing &,Parasailing & Paragliding,Lalla Takerkoust,4,attractions_images/parapente-time/,[],0,[],NO_MATCH
1795,Marrakech Behind The Walls,/Attraction_Review-g293734-d20891019-Reviews-Marrakech_Behind_The_Walls-Marrakech_Marrakech_Safi.html,5.0,9,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Private Tours,Private Tours Day Trips,Marrakech,2,attractions_images/marrakech-behind-the-walls/,[],0,[],NO_MATCH
1796,Spa at Riad Nashira & SPA,/Attraction_Review-g293734-d3895008-Reviews-Spa_at_Riad_Nashira_SPA-Marrakech_Marrakech_Safi.html,5.0,22,"[{""rating"": ""Excellent"", ""count"": 20}, {""rating"": ""Very good"", ""count"": 1}, {""rating"": ""Average"", ""count"": 1}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Spas,Spas,Marrakech,6,attractions_images/spa-at-riad-nashira-spa/,[],0,[],NO_MATCH
1797,Hadaya,/Attraction_Review-g293734-d2638817-Reviews-Hadaya-Marrakech_Marrakech_Safi.html,4.5,15,"[{""rating"": ""Excellent"", ""count"": 12}, {""rating"": ""Very good"", ""count"": 2}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 1}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops,Marrakech,7,attractions_images/hadaya/,[],0,[],NO_MATCH
1798,Studio 83,/Attraction_Review-g293734-d20315299-Reviews-Studio_83-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Spas,Spas,Marrakech,4,attractions_images/studio-83/,[],0,[],NO_MATCH
1799,Desert Agafay,/Attraction_Review-g676158-d23032970-Reviews-Desert_Agafay-Asni_Marrakech_Safi.html,5.0,0,[],Multi-day Tours,Multi-day Tours Adrenaline & Extreme Tours,Asni,0,attractions_images/desert-agafay/,[],0,[],NO_MATCH
1800,Travelers Around Morocco,/Attraction_Review-g293734-d26417734-Reviews-Travelers_Around_Morocco-Marrakech_Marrakech_Safi.html,5.0,7,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Multi-day Tours,Multi-day Tours Taxis & Shuttles,Marrakech,5,attractions_images/travelers-around-morocco/,[],0,[],NO_MATCH
1801,Traveling Around Morocco,/Attraction_Review-g293734-d17146883-Reviews-Traveling_Around_Morocco-Marrakech_Marrakech_Safi.html,5.0,16,"[{""rating"": ""Excellent"", ""count"": 15}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 1}]",City Tours,City Tours Cultural Tours,Marrakech,5,attractions_images/traveling-around-morocco/,[],0,[],NO_MATCH
1802,Morocco Tours Gates,/Attraction_Review-g293734-d23181618-Reviews-Morocco_Tours_Gates-Marrakech_Marrakech_Safi.html,5.0,6,"[{""rating"": ""Excellent"", ""count"": 7}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",City Tours,City Tours Cultural Tours,Marrakech,5,attractions_images/morocco-tours-gates/,[],0,[],NO_MATCH
1803,Azul Travels - Private Day Tours,/Attraction_Review-g293734-d25152813-Reviews-Azul_Travels_Private_Day_Tours-Marrakech_Marrakech_Safi.html,5.0,8,"[{""rating"": ""Excellent"", ""count"": 8}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]","4WD, ATV","4WD, ATV & Off-Road Tours Day Trips",Marrakech,3,attractions_images/azul-travels-private-day-tours/,[],0,[],NO_MATCH
1804,Bo Trésor Atelier Et Depôt,/Attraction_Review-g293734-d23792070-Reviews-Bo_Tresor_Atelier_Et_Depot-Marrakech_Marrakech_Safi.html,5.0,9,"[{""rating"": ""Excellent"", ""count"": 9}, {""rating"": ""Very good"", ""count"": 0}, {""rating"": ""Average"", ""count"": 0}, {""rating"": ""Poor"", ""count"": 0}, {""rating"": ""Terrible"", ""count"": 0}]",Speciality &,Speciality & Gift Shops,Marrakech,4,attractions_images/bo-trésor-atelier-et-depôt/,[],0,[],NO_MATCH
